content,score
"Sebenarnya ini aplikasi bagus, lengkap, ringan & responsif. Mungkin yang perlu ditingkatkan lagi masalah verifikasi wajah pada waktu mendaftar terutama bagian mengedipkan mata sering gagal dan aplikasinya tidak bisa di screenshot. Mohon dilengkapi juga koneksi e-Wallet nya jangan hanya LinkAja. Terimakasih",3
"Untuk upaya optimalisasi layanan patut diapresiasi dgn adanya aplikasi Wondr ini namun perlu jg menjadi catatan agar hal-hal yang saat ini ada pada mobile banking BNI jangan sampai hilamg fiturnya, antara lain yg sudah Saya temukan : 1. menu simpan data ID pelanggan pada pembelian token listrik, wondr belum akomodir 2. Informasi transaksi tidak sedetail pada app BNI mobile, pada wondr hanya muncul ketrngan singkat tanpa ada keterangan lain sehingga nasabah tidak tau informasi transaksinya Tks",4
"Maaf, mungkin sebaiknya di halaman riwayat transaksi bisa ditampilkan rincian keluar-masuk saldo secara lengkap. seperti kredit, debit, dan total saldo. Jadi pengguna bisa mengetahui jumlah saldo sebelum dan sesudah melakukan transaksi. Sama seperti di aplikasi BNI Mobile Banking👍. Kalau hal ini belum ditingkatkan, ada kemungkinan pengguna akan lebih nyaman melakukan transaksi di aplikasi lama, BNI Mobile Banking. Terimakasih🙏",3
"Masih lebih suka pake BNI Mobile App. Proses login lebih praktis krn hanya memasukan 6 pin. Untuk login wonder wajib masuk password yg mana sering lupa krn bnyk kombinasi. Stelah lupa password wajib foto identitas pula. Gak bisa sambil rebahan.... Overall masih lebih bagus BNI Mobile. Wondr cuma menang tampilan, tapi secara fungsi masih lebih bagus BNI mobile. Maaf saya harus Uninstall Wondr nya",2
"Fasilitas cek Mutasi rekening koran (informasi pengeluaran, penerimaan dan saldo) seperti yg aplikasi MB yg sebelumnya tidak ada ada lagi, di wondr yg ada hanya riwayat transaksi saja yg tidak bisa di download serta di share, yg bisa di download hanya riwayat per transaksi saja. Kesimpulannya lebih komplit yg aplikasi MB yg lama.",2
"Hati-hati menggunakan aplikasi ini, transaksi qris status nya gagal akhirnya transaksi ulang, mau cek rekening koran tambah kurang saldonya malah tidak ada, untung BNI mobile belum ku uninstall, ternyata transakai yg tertulis gagal tadi ternyata berhasil, hampir saja bersitegang dengan counter nya, ternyata aplikasinya yang membuat masalah, jangan sampai setelah migrasi ke wondr rekening koran keluar masuk saldonya tetap tidak ada, auto cabut lah bakalan",1
"Aplikasinya bagus sama desainnya enak dilihat. Cuman di bagian pembayaran ada kurang, seperti pembayaran pendidikan Mungkin lain kali bisa di tambahkan untuk pembayaran pendidikan atau lainnya supaya lebih lengkap dalam satu aplikasi",4
"ga ada kelebihannya selain promo, sisanya minus semua dibanding bni mobile. Tarik tunai ga bisa, layoutnya membingungkan, mau top up jadi aneh gara gara ga di kelompokin per e-wallet tapi sesuai urutan alfabet dari nama yang di simpen, dari segi estetika juga aneh menurut gw, beberapa fitur ga ada, jujur ga peduli sama fitur ngatur keuangan, dan ketidak nyamanan lainnya. buat bni tolong di improve appnya karena overall aplikasinya belom mateng dan kalo gini terus mending pake yang lama.",1
"Wonder cukup bagus dan cepat, tapi sayang masih belum tersedia fitur membaca keterangan BERITA PENGIRIMAN/KETERANGAN PENGIRIMAN yang dikirim oleh orang saat transfer uang ke kita. Kalau di Mobile Banking BNI itu sangat bagus karena di Riwayat Transaksi bisa kebaca keterangan yang diketik/dikirim orang. Tolong ditambahkan menu tsb.",3
lebih simple lebih mudah fiktur lebih menarik,5
Baru pakai bentar langsung kepikiran buat hapus akun Wondr. Riwayat transaksi kurang baik. Cuma ada uang masuk dan keluar saja. Tidak ada saldo akhir setelah uang masuk ataupun keluar. Kalau mau download e-statement (catatan transaksi) per bulan juga bingung menu-nya ada di mana.,1
"love banget sama aplikasi ini, all viturnya semua bagus and lancar mau kemana mana pembayaran juga mudah banget pokoknya Sukak deh",5
mantap... sistem tambah cepat dan canggih,5
"Kendala pengenalan wajah masih sulit, kalo bisa jangan pakai ktp untuk aktivasi karena kadang foto ktp tidak terbaca,",5
"Tidak semua transaksi ditampilkan di aplikasi wondr, pengeluaran untuk biaya administrasi kartu sepertinya tidak ditampilkan",3
terlalu sering gangguan.. mau transaksi jadi gak nyaman.. mending m banking kayak kemaren aja,2
lebih bagus aplikasi lama karena tidak ada detail transaksi dan tidak trasparan dalam menampilkan saldo kita di setiap transaksi jadi penuh keraguan dan ketidak nyamanan kami smoga bisa di ubah,1
"Sering error saat dibutuhkan, buat kecewa.",1
"Untuk pengecekan history transaksi mungkin bisa ditingkatkan lagi, biar bisa seperti bni mobile dimana kita bisa tau biaya penagihan bulanan rekening dan kartu. Sistem masih perlu peningkatan, gua transfer gak bisa pakai wondr karna gangguan, eh pakai yg mobile banking malah bisa.",3
"Baru di gunakan sekali tapi sdah buat orng emosi.mau masuk lagi tiba"" muncul sesi anda telah berakhir.bukan mmpermudah nasabah Mlah buat susah sja",1
Batasan TF terlalu sedikit.!! tidak seperti BNI Mobile bisa langsung banyak dalam 1x TF.,2
"Baru kali ini nyobain aplikasinya sangat mudah dan praktis, keamanan disaat login juga sangat terjaga dan yang pasti gampang ketika ingin melihat rekapan transaksinya, pokoknya best 👍",5
Tampilan aplikasi menarik full colour tapi fitur nya kurang komplit .dibanding aplikasi bni sebelumnya masih kalah.berharap ada fitur e -statement ternyata tidak ada ..semoga di tambah lagi fitur nya .. untuk desainnya udah keren bangets.y dan gaul abiz,5
Bertransaksi cepat mudah dan nyaman,5
"Udah hampir sama bank mandiri sih, cuma belum kumplit aja, blm bisa card to cash, belum bisa STOR/tarik tanpa kartu, Baru tarik tunai aja fitur aplikasi nya, cicilan baru muncul, setelah update, mendekati sempurna",5
"Sering bgt perbaikan.. Menyebabkan terkendala transaksi, karna gabisa dibuka kalo lg menten.",1
"saya mau transfer tpi kok ikon transfernya ngk bisa d pencettttt tolong dong ini gimana. udah restart hp, gnti jringn tetap sama aja. beberapa fitur juga tdk bisa di gunakan. ini masalahnya ad d mana ya?",3
aplikasinya simple dan mudah digunakan..sangat membantu..thx,5
Saldo kurang padahal sangat mencukupi. Aplikasi cacingan,1
"terlalu ribet harus pindah dari aplikasi lama ke yang ini, padahal bisa dioptimalkan di app yang lama, kebutuhan mendesak jadi terhambat karena beberapa fitur di app lama udah harus pindah ke app yang inj, kecewa berat",1
"Saya terkendala buat regist di wondr, sudah tanya ke cs cabang kota saya juga masih belum ada solusi, di keterangan aplikasinya perlu registrasi tambahan",1
Haloooo saya pengguna baru. Saya ingin menikmati fasilitas yang diberikan oleh wondr by BNI . Semoga bagus yaa aplikasi ini. Kata petugas nya jgn dihapus dulu aplikasi nya . Semoga tahun depan aplikasi ini lebih baik lagi.,5
"lebih suka aplikasi wondr ini, simpel & mudah🥰",5
"Transaksi gagal duit ga kembali,terus juga saldo tiba²kesedot,saran saya yg mau pakai BNI mending jangan,pakai bank lain saja🙏",1
Transaksi beli pulsa tidak masuk saldo berkurang gimna ini,1
"Tidak bisa laporan, slow respon , wa BNI, call center, semua ga ada respon..mengecewakan",1
dengan fitur nya transaksi lebih cepat dan efisien,5
cepat transaksi nya dan lengkap vitur aplikasinya,3
"Buruuuk. Karena promo gw coba install kan. Migrasi, tp selalu balik lagi ke halaman awal, gak bisa2 login. Tks bni, mending bank lain *edited Karena gak bisa reply komenan admin,, jd saya respon disini: 1. Versi. Saya download langsung dari play store saat itu juga, apakah versi di playstore itu bukan yg paling update? Lantas dimana versi yg paling update jika bukan di playstore. 2. No HP. Sama dengan yg saya pakai di aplilasi BNI lama 3. Jaringan, saya buka apps bank lain aman2 saja.",1
Parah sekali aplikasi nya kenapa waktu saya mau transaksi harus gangguan kyk bgini woe BNI bikin saya rugi sama castemer saya.,1
sangat membantu sekali di setiap kebutuhan SMG bermanfaat selalu aplikasi ini aamiin,5
Aplikasi nggateli ..sdh sebulan lebih selalu gagal di aplikasi wajah ..bikin urusan berantakan ....lebih enak langsung pakai BNI mobile,1
"dari pagi smapai sekarang ngk bisa dbukak , maintenance maintenance! gimana ni , kok kalah jauh sm aplikasi bank lain!.. enakan versi lamma",2
Ngk jelas aplikasi nya lebih baik aplikasi pertama.. internet kencang wifi kencang kok ngk bisa berjalan aplikasi nya mau login susah,1
"Saya gunakan fitur transfer luarnegri pada Minggu 2 Maret 2025 sampai hari ini uangnya tidak sampai ke rekening penerima sementara saldo saya sudah dipotong sebesar Rp 1,566,577 atau sejuta limaratus 66 ribu dengan tukar Ringgit sebesar RM 400 dan tidak dikembalikan hingga sampai hari ini dan tidak dikirim juga ke rekening penerima, disistem tidak ada perubahan disuruh menunggu karna uang sedang dalam proses bank perantara, ini menipu atau bagaimana?",1
"Maaf ya, tapi ini otp email tuh bermasalah sekali. Kenapa ga seperti aplikasi lain ya kalo send otp email tuh langsung ada, ini perlu nunggu belasan menit bahkan bisa lebih dari itu sampai sesi otp nya habis dan akhirnya kode kadaluarsa. Tolong sekali operator diperbaiki bagian ini.",4
"Apk ini menarik karena dari warnanya, namun masih kurang lengkap kaya yang BNI mobile sebelumnya. Ditambahin kaya fitur menu buat pendidikan, soalnya mau bayar SPP bingung cari² di menunya ngga ketemu. Biasanya di BNI mobile dipisah ada di menunya. Dan juga menunya jangan digabung² biar tidak bingunng carinya",2
mantap keren sangat mudah dan transaksi aman.,5
transaksi cepat dan fitur lengkap mantap👍👍👍,5
"Membantu, hanya saja sering eror transaksi gagal, ( saldo tidak cukup ) padahal saldo lebih",5
"mantap, pembayaran jadi lebih mudah",5
makin keren sehari aja aku bisa buka ini aplikasi berkali kali thanks wondr,5
Kelemahan wonder jam 12 - 01 mlm pasti gangguan... ya begitu lah.. tp semua trx di luar jam itu aman..,3
selalu mempermudah transaksi pembayaran apapun,5
Aplikasi perbankan yang mudah proses daftarnya. Untuk keperluan transaksi finansial juga prosesnya mudah dan cepat,5
"ini aplikasi Gimana si ga bisa registrasi udah 2 hari ada kendala Mulu! padahal jaringan wifi dan data bagus. Pada saat memasukan password registrasi password sudah benar lalu saat di proses data selalu ada kendala tulisan segera diperbaiki tapi sudah 2 hari Masih saja! Sudah min saya cuman pake kartu 1 doang jaringan udah stabil masa udah 3 hari belum bisa""",1
Cape pakai aplikasi baru ini minta update terus tiap mau transaksi harus update data lg kalo lama tidak digunakan harus update lg capeee deeehhhh....,2
Penampilan keren dan praktis dalam proses transaksi,5
"Sy sbg nasabah dari sd sampe skrg udh kerja selama 5 th, dan baru bln lalu download wondr (sblmnya pake mbanking bni) masih merasa kureng sm fitur yg ada di wondr. 1. Cuma bisa liat mutasi keluar kalo kita transaksi pake app wondr, kalo transaksi pake mbanking ga ada mutasi keluar/masuk. Uang masuk ga ada mutasi samsek 2. Ga ada fitur setor/tarik tunai tanpa kartu Jd tolong ya di upgrade, kirain bakal lebih bagus dari mbanking, adain notif mutasi uang masuk/keluar tanpa buka app jg ya!!",3
"Aplikasi sampah banget, kalo belum siap ngga usah di launching sampe ilangin menu di aplikasi lama. PD banget dah, udah tau aplikasinya masih jelek minimal aplikasi bni mobile masih berfungsi dulu. Heran banget dah",1
"Mudah, lengkap fiturnya dan praktis",5
bagus ..sayang kalau sudah jam 11 malem sering ganguan,3
fitur tarik tunai pakai wondr blm ada ni cepat d buat ya Edit : karena langsung dibalas admin bni terimakasih infonya Krena mobile tunai sekarang udh ada di wondr 🥰🥰 wondr bni adalah aplikasi yang membawa kita ke surga,5
"Bikin aplikasi baru tapi gak lengkap, tarik tunai tanpa kartu kok gak ada ???, mau pakek bni mobile sudah gak bisa di akses juga tarik tunai tanpa kartu",3
"app bagus bgt..akses cepet, simple ga ribet..👍👍",5
"Secara tampilan memang lebih fresh dan mudah dipahami. Namun untuk fitur E-walet masih belum bisa digunakan. Selalu saja terdapat kendala ""Ada kendala di sistem kami"". Tolong segera diperbaiki",3
teruslah menjadi lebih baik untuk melalukan transaksi berbasis online,4
"Sumpah ihh suka bgtt aplikasi wondr by BNI Aktivasi nya cepettt , tampilan nya keren , nyaman bgt buat di pakai transaksi, lancarrrr jayaaaa",5
Dari segi kelancaran aplikasi masih kalah sama Livin by mandiri. Masih suka ngelag Harap ada perbaikan lagi,2
disitu keterangan transfer gagal tapi saldo malah berkurang balikin saldo sya,3
"semakin mudah bertransaksi, semakin lancar Wonder by BNI ...",5
Ini aplikasi selalu ganguan tidak bisa di akses. Apa hal orang penting mau tf. Selalu bikin sulit diganti wonder,5
"Transaksi jadi lebih cepat, saldo langsung terupdate setelah transaksi, warna Colourfull dan pake Qris juga banyak promonya 🫶 mohon narasi/keterangan yg sdh ditulis saat transaksi agar ditampilkan di bukti transaksi ya min. Juga ditambah untuk menu transaksi tanpa kartu, cetak rekening koran, bayar wifi profider Cbn, dan bayar kuliah juga ya min. 👍",5
Gak jelas gak beda jauh sama BNI mobile mau krim aja gak bisa dasar Begitu lah BNI emang aplikasi tidak berguna sering gangguan pada aplikasi emang pante,1
"menu kurang lengkap, belum kaya BNI mobile",5
"transaksi gagal tapi saldo terpotong, top up dana gagal tapi saldo terpotong, transfer ke bank lain statusnya gagal tapi saldo tetap terpotong",2
"mantap, sisa rekening koran dlm bentuk PDF klo bisa dtmbh fiturx",5
"Untuk tampilannya tidak membosankan. Untuk masukannya, kalau bisa history transaksiny disertai jumlah saldo ditabunganny, jangan cuma pemasukan dan penengeluaran saja. Untuk e wallet dana kenapa dibatasi 2 jt..",5
"Keren, karena sekarang ada fitur tarik tunai tanpa kartu",5
Halo selamat pagi min Boleh dibantu Saat saya verifikasi email kenapa selalu gagal ya Padahal kode verifikasi nya Uda pas,4
"Aplikasinya sering maintance, dan susah untuk masuknya, padahal sinyal bagus"" aja, mending bni mobile yang lama",1
"Aplikasi jelek. Saya melakukan transaksi,tetapi gagal namun saldo masih tetap terpotong. Masih bagusan BNI mobile",1
"Sebelumnya sudah punya akun, tetapi hp ke riset. Lalu kenapa setiap mau masuk harus daftar seperti pertama kali buat akun ya? Apakah tidak ada fitur login jika sudah punya akun?",1
"Kenapa eroro terus ya, saya mau bayar pendaftaran snbt nggak bisa terus, tolong lahh",2
"Aplikasi cacat, giliran dibutuhin malah stuck di logo",1
"sangat membantu dalam transaksi pembayaran , sukses selalu",5
"Proses saya masih lama makanya saya kasih bintang 2, udah 3 hari proses terus. Belum approve",2
"wonder sering gangguan ,sedangkan di BNI mobile yg lama lancar,review rata2 ga ada yg puas sama aplikasi ini.",1
"Sangat cepat proses pengiriman nya, tetbaik",5
"Kebanyakan aplikasi... Gak berguna, Buat Aja Aplikasi Mobile Banking Yang Utama. Aplikasi lama gak bisa dipake, pas nelpon CS baru dibuka. Berarti dinonaktifkan dari pusat, seolah-olah HP kita yang gak kompatibel dan disuruh pake wondr. Kayak anak-anak kalian bikin nasabah ini. Blok.",1
"Baru ini donwload aplikasi, tapi juara bgt, memudahkan bgt untuk bertransaksi, jd bsa sat set ☺",5
cukup bagus tp masih ada beberapa kekurangan yg perlu perbaikan,4
"Aplikasinya mudah digunakan, fitur nya banyak dan useful untuk daily activities. Good app!!",5
kereeen dan mempermudah di dalam bertransaksi,5
"baguss banget, intinya mempermudah kehidupan yang kelam ini🥺👍♥️",5
sangat terbantu sekali. gampang dan gak ribet,5
Kasih bintang satu dulu Soalnya aplikasi nya blum stabil masih banyak maintenance Kalo udah bener bener bagus ntar kasih bintang 5,1
"Gak bisa malah top up di no sendiri ,kl no lain bisa . Kl blm siap ini aplikasi jgn ajak nasabah menggunakannya.",1
"sangat membantu untuk transaksi elektronik. Terima kasih, wonder by BNI,.",5
harus nya di perlengkap lagi data histori yg transfer berupa apa klu mbanking yg lama jelas nama nya dr mana klu wondr ya gtu aja.,4
"aplikasi yg bagus banget, mudah dan praktis🫰",5
bagus bgtt dan sangat mudah untuk digunakan,5
Saya baru saja download aplikasi ini.. aktivasi cepat dan mudah..langsung transaksi juga..alhamdulillah lancar dan mudah .terima kasih wondr by BNI👍👍,5
"Menurut saya malah lebih bagus yg BNI Mobile bangking krn riwayat transaksinya lebih lengkap,keterangan bs terbaca banyak dan setelah ada transaksi masuk atau keluar ada saldo jg jd ngecek2 lebih mudah. Di wonder keterangan traksasi minimalis..",3
aplikasinya bagus memudahkan kita untuk melakukan transaksi Dega cepat,5
bagus dan sangat mudah untuk mendaftarkan diri,5
Tolong itu bagian deteksi wajah diperbaiki lagiiii,1
"Aplikasinya mantap tampilannya model kekinian ketimbang aplikasi sebelumnya, kekurangannya belum ada fitur dark mode. Tolong tambahin fitur dark mode untuk kenyamanan mata saat malam hari serta memberikan tampilan yang elegan....",4
history transaksi tidak selengkap aplikasi yang dulu,2
untuk transaksi e wallet kalau bisa di naikkan di atas rp 1000.000 seperti m banking,5
"keren, menu makin lengkap dan mudah",5
"Banyak Fitur,mudah, simpel dan sangat membantu",5
"App sebagus ini kok utk menu penarikan sama setoran tanpa kartu-nya malah ga ada yaa, sangat disayangkan sih. Harus balik lagi ke app lama utk tarik/setor tanpa kartu mana di potong pulsa lagi..😌",2
layanan sangah mudah & cepat.,5
suka gangguan ya kak kalo kek gini mending pake mbking bni yang lama aja,5
tampilan simpel tapi fitur lebih lengkap,5
"Masih mudah yg lama , wondr untuk lihat mutasi dan transfer virtual harus muter2 akhirnya malah gak ketemu. Tetep pakai yg lama walau tetap terinstal di HP. Gambar/Symbol ICont kurang menarik dibanding Livin Mandiri, coba biar keren gambar menu dibuat beda dan gerak biar bisa saingi lainnya.",3
"Aplikasinya tampilannya oke dari sebelumnya. Lebih simpel dan cepat.untuk transaksi pakai pin aja yg sebelumnya pakai password yg ribet. Mobile tunainya belum ada dicari-cari ga ketemu.kalopun nanti ada verifikasinya pakai token aja, aplikasi sebelumnya memakai pulsa SMS.kalo ga punya pulsa ga bisa tarik tunai.bank sebelah tarik tunai cuman pakai token.sekian terima kasih.",4
udah masukin data diri dan udh masuk ketampilan utama pas mau masuk lagi kok harus masukin data diri dari awal?,3
"akhir"" ini kok susah login ya?ap baru ada update..",4
"Buat apa ya di ganti aplikasi nya? Makin lambat aja transaksi. Tidak bisa digunakan jam 12 malam, serius langsung buat yg bagus agar tidak mengulangi lagi login (apk nya kluar sendiri) heran deh .kita mau perbaiki itu aplikasi nya yg lama aja. Kan udah banyak master it di Indonesia ini. Masak ia jadi ke nasabah yang di bikin repot untuk memory hp android yg terbatas. Aduh masak ia jadi harus hapus aplikasi lain untuk biar bisa pasang wonder 😭😭",1
"Aplikasi nya bagus dan memudahkan sekali, lebih simple dari mobile banking. Terimakasih wondr by BNI",5
mantap cuman kalau untuk lihat saldo pinjaman belum tersedia,5
"aplikasinya sangat membantu pengguna bni, khususnya untuk bertransaksi, keren pokoknya mantap👍🏻👍🏻👍🏻",5
namanya juga Wondr yaaa pasti wonderful laaaah... ( ajaib dan luar biasa) 👌💯👍,5
Kenapa sih bulan ini aplikasi wondr eror saya mau top up pulsa juga susah Mohon bantuannya supaya aplikasi wondr BNI bisa engga error lagi,1
Payah banget! Setiap buka aplikasi wondr harus selalu verifikasi data seperti pendaftaran awal. Bikin capek aja,1
Fitur yg mudah dan cepat prosesnya,5
Paling menyusah kan aplikasi ini mau daptar aja susah nya mintak ampun..udah ikut lankah nya malah kedip mata udah benar malah suruh ulang2 LG..,1
"Sangat membantu,cukup ditempat duduk semua lancar.transaksi transparan tanpa harus mengisi buku tabungan",5
"ternyata banyak kemudahan dengan menggunakan wondr by BNI. bayar QRIS, transfer, dan lainnya.",5
"Kenapa setiap mau login susah banget, kita mau transaksi apapun jd susah.Tolong diperbaiki.",3
Gampang error gak bisa masuk lagi butuh2 malah perbaikan aplikasi belum sempurna gak kaya yang sebelah selalu lancar jaya,1
Aku lebih suka tampilan di bni mobie banking. Krna saldo transaksi input output sangat detail. Kl pakai wondr jd bingung. Apalagi buat pembukuan keuangan sangat amat membantu klo pakai bni mobile banking. Bisa di download pula. Maaf aku lebih suka bni mobile jadi wondr di uninstal saja.,2
terbaik dan mantap sekali akses cepas,5
semakin cepat dan bnyk fitur kerennya.,5
"Ini kenapa lagi, kemaren Mbanking error sekarang wondr yg error, mohon segera diperbaiki,, bisa2 kelain hati ini kalau begini terus",1
Mantap......memakai aplikasi ini.....semua jadi lebih mudah.terima kasih BNI,5
"Sebaiknya nama aplikasinya langsung saja Namanya WONDER (Huruf Besar semua), bukan wondr. Kalau wondr agak rancu sih cara bacanya. Supaya pelanggan / pemakai / pembaca, terFokus ke tulisannya. Dan gampang diingat.! Ini saran dari sisi Marketing / Brand ""WONDER"" gampang bersaing dengan aplikasi kompetitor yang lain. Kata Ajaib = WONDER cepat tersosialisasi di masyrakat umum, baik customer BNI atau Bukan customer BNI. Demikian...",4
Masi kurang baik karna gak ada fitur tarik tunai nya ..,3
"Aplikasi yang sangat membantu nasabah BNI karena memudahkan transaksi, pembayaran bisa dilakukan dari mana saja dan kapan saja, sangat recommended.",5
Hai kak.. Mau daftar tapi selalu gagl verifikasi wajah.. Heran aja deh,3
"lebih mudah dan gampang, cukup membantu",5
tolong jangan kebanyakan pembaruan yah...,5
Akhir akhir ini sering gangguan. Beberapa kali transaksi sering gagal. Tolong di tingkatkan lagi dong,3
"wondr semakin lancar, cepat...mantap",5
"Ini aplikasi apaan sih? Aplikasi mainan anak² ya? Waktu verifikasi poto wajah kok cuma disuruh tolah toleh kanan, kiri, atas, bawah, jauh, dekat bla bla bla... sudah 3hari 30x tak coba bolak balik cuma dijawab blom berhasih dan silahkan coba lagi besok, padahal sudah tak turutin semua syaratnya 1 tidak keluar dari frame 2 pencahayaan baik tidak ada backligth 3 tidak memakai aksesoris tapi tetap tidak berhasil. Bikin aplikasi yg bener dong, malu maluin aja masak BNI aplikasinya kacangan kaya gini",1
"Minggu lalu beli token , dua kali dicoba gagal terus , tapi saldo berkurang Sampai sekarang saldonya gak balik lagi , token nya juga masih gagal",1
cepat aksesnya dan mudah menggunakan.,5
"muncul syarat dan ketentuan terus, padahal udh dicentang. malah muncul sesi login hbis terus.",1
"Tgl 25 nov 2024, aplikasi ini total gak bisa dipakai dari pagi hingga malam, untuk buka aplikasi saja tidak bisa. Kecewa banget.",1
"Aplikasi wonder by BNI top markotop., mudah dipahami mudah digunakan, mudah untuk keperluan apa ajja, gak ribet",5
"sangat memudahkan dan ndak ribet, dan keamanan bagus",5
"Isi pulsa gak masuk dan transaksi katanya gagal di email juga transaksi tidak berhasil tapi saldo kok berkurang pulsa pun gak masuk masuk, cek di riwayat tertulis pengeluaran, gimana sih mengecewakan, kan kalo gini nasabah yang dirugikan.",1
susah verifikasi di ulang beberapa kali pun g masuk malah suruh nunggu besok..mana butuh transaksinya sekarang Hrs nunggu besok,1
"Aplikasi sering Error, Belum ada transaksi tp keterangan transaksi sudah melebihi limit",3
bwt sy sih udh oke bgt .... lancar jaya transaksi nya.. tp g tau bwt yg Laen nya..,5
bagus sangat memuaskan semoga selalu solid dan sukses selalu BNI,5
Aplikasi gajelas setiap tf gabisa padahal duit banyak.,1
Klo blm siap buat di gunain mending jangan menyarankan para penggunanya buat pakai aplikasi ini. Sering bangt gangguan.,1
"trimakasih, saya sangat terbantu sx, malah lebih cepat dan tdk ribet di banding mbanking kmrn ... riwayatx transaksi lbh detail, pokokx the best wondr ... sukses BNI",5
wondr memang aplikatif sekali mudah dan aman,5
"Registrasi terlalu ruwet, sudah berkali kali tidak bisa, dikarenakan waktu jeda verifikasi wajah singkat. Lebih bagus aplikasi sebelumnya, mudah, singkat, lengkap. Semakin canggih malah bikin repot nasabah. BNI cabang Sumpiuh, CS hanya 1, menunggu lama hanya untuk mendapatkan pelayananan. Tidak memberikan pelayanan dan servis yg terbaik untuk nasabah.",2
"kereeen banget jaga kepercayaan kami ya jangan sampai mengecewakan, sangat sangat kereeen",4
Tidak ada menu untuk melihat saldo pinjaman BNI flexi. Di BNI mobile sudah ada sehingga memudahkan saya untuk kepentingan laporan LHKPN. Di wondr tidak ada sehingga perlu effort lagi untuk meminta laporan ke bank. Transaksi autodebet pembayaran cicilan kredit flexy kenapa tidak muncul di mutasi rekening ya? Selain itu untuk rekening tabunganku juga tidak muncul. Padahal bni mobile banking ada,3
Sangat membantu & mudah digunakan terimakasih,5
"Tiap di buka tulisannya ""fitur tidak tersedia"" trus caranya transaksi gimana, apalagi urgent bgt. Apk yg satunya bisa kebuka tapi tiap transaksi diarahin ke aplikasi ini, sedangkan apk ini ga bisa kebuka",2
"Tolong lah kalau aplikasi belum fix 100% jangan di suruh pindah , MT nya lama banget gimana kita mau transaksi ini",1
"sangat membantu, memudahkan pembayaran dimanapun dan kapan pun. I love wondr",5
Aplikasi nya bagus sudah improve dibanding awal2.,5
saat verifikasi wajah terjadi error dimana saya telah mengedipkan mata tetapi masih belum terdeteksi meskipun sudah berulang kali juga,3
Masih kurang fitur-fiturnya untuk mempermudah salah satunya transaksi tunai berupa penarikan tunai,3
"Ini aplikasi gagal produck, semnjak saya download banyak penelfon mengatasnamakan BNI, sangat mudah mendaptkan nomor HP kita, pada saat daftar harus verifikasi KTP,,, aplikasi BNI yg gagal TOTAL",1
sedikit lebih baik dari aplikasi sebelumnya. ditingkatkan lagi. bravo BNI,5
"Knpa tdk bisa di buka aplikasi nya, padahal lg butuh transaksi. Msh bagus aplikasi yg lama",1
WONDR sangat membantu sekali dlm finansial. oke sih menu & fasilitas di aplikasinya. thankyou wondr by BNI,5
mantul cuma kurang bisa tarik dan setor tanpa kartu dan tanpa pulsa,5
lebih ditingkatkan lagi fitur dan layanannya,5
"Wondr ini kan ""upgrade""an dari BNI mobile ya, tapi 1/2 fitur krusialnya justru ga berfungsi baik. Seperti data transaksi dan mobile tunainya. Saya download aplikasi ebanking itu supaya mempermudah transaksi dasar macam di ATM atau di bank. Fokus saja mengembangkan fitur2 dasar itu. Jangan malah fokus sama side fitur dan tampilan doang.",1
"Tolong adain fitur hide saldo dari semuanya, kaya qris tiba tiba muncul saldo, tolong adain fitur buat hide saldo dimanapun itu berada",5
lebih simple dan lebih mudah untuk trnsfer,5
"bagus, banyak kegunaan dan lancar sekali. mantap",5
"Apl wondr bni is the best,sgt memudahkn bagi saya dan keluarga saya utk melakukan transaksi ap pun.yuk yg blm instal lgsg deh instal skrg jg,pengisian e wallet pun sgt mudah dan bs melakukan pembayaran listri dan cicilan jg.serta gratis tf antar bank🥰",5
Sangat tertarik dan luar biasa Aplikasinya Wondr... BNI,5
susah login kendala mulu padahal jaringan lancar,3
"Apaan pakai biaya bulanan segala, yang gratis aja banyak, lebih baik bank digital yang lainnya seperti Seabank dll full digital full gratis.",1
"Verif wajah hampir tiap hari masih salah terus juga. Bikin males, ribet. Sekalinya masuk, satu Minggu kemudian tiba-tiba akun keluar sendiri terus masuk lagi. Verif lagi, dan gagal lagi. Wah wah, cukup mempersulit dan bikin kapok, ya",1
"tampilan bagus tapi fitur downgrade, topup e wallet sehari dibatasi 1jt, apk sebelumnya 2jt++ masih bisa",1
"kok aneh ya, minta update tp di google play ga ada update an, tapi dari getApps, coba klik malah ada pesan jika update dari sumber manapun fungsi aplikasi mungkin berubah, waduh, gimana dong, ini udah valid blm ya aplikasi wonder nya...tolong dong di followup",2
"saya cm bisa tf max 1 juta,sudah komplan tapi blm ada hasil",1
Aplikasi buruk scan wajah aja ga bisa,1
"Wow keren dan memudahkan bertransaksi, thanx BNI",5
"Ada sedikit bug.... kalau transaski qris atau ewallet tanpa login, setelah selesai transaksi user gak bisa balik ke interface menu awal hp meski sudah klik tombol back berkali-kali....",5
"Aplikasi nya bagus lebih keren dari BNI Mobile dan lebih simpel saat transaksi, cuma menu nya lebih lengkap BNI Mobile, mohon kedepannya dilengkapin selengkap BNI Mobile. Dan kalo bisa di menu APLIKASI ditambahin pilihan ""Terang/gelap"", Terimakasih.",5
"Masak sudah log in semuaaa dan sudh selesai cb mau masuk lgi suruh ngulang sperty awal lgiii...ribet jd tdk bs pakeee, kl emng blom sempurna jng di terbitkn aplikasinyaaa",1
